chain_id,chain_name,product_group_ids,default_product_group_id
12070,Донна пицца,"[1, 2, 20, 43]",1.0
178026,Butcher Pizza,[1],1.0
165938,FastFooder,"[6, 19, 26, 32]",26.0
110750,Лосось sushi & crab,"[2, 28, 51]",2.0
129474,Грузинская кухня Пиросмани,[37],37.0
140918,Дом Татарской Кухни,"[5, 30, 34]",30.0
50822,На Ночь Жрать,"[1, 2, 18]",2.0
136174,Суши-Пицца-Тайм,"[2, 18, 40]",2.0
119694,Rainbow,[26],26.0
119782,KREVETKA Seafood,"[18, 20]",20.0
14186,Океан Суши,"[1, 2, 18, 40]",2.0
178546,Мамой Клянусь,"[21, 30, 37]",37.0
159606,Tai Food,[36],36.0
148782,Корчма Гопак,[25],25.0
116794,Tashir express,"[1, 2, 18]",1.0
111914,Суши Сет,"[2, 40]",2.0
74306,il Массимо,"[1, 23, 42]",42.0
169802,Энергия,"[1, 6, 26]",26.0
166374,Traveler`s Coffee ,[29],29.0
156670,Вкусснов,"[1, 2, 30]",2.0
172250,Izumi Joy,"[1, 2]",2.0
108950,Burger King,"[6, 26]",6.0
40110,MacSushki,"[1, 2, 20, 25, 51]",2.0
159886,ЯпоноДар,"[1, 2]",2.0
8710,Дитай,"[18, 25, 27, 47, 51]",25.0
14530,У Ханумы,"[5, 24, 27, 37]",37.0
8358,Шинто,"[1, 2, 18, 20]",2.0
157598,Shalom!,[48],48.0
134754,SHEFF,"[1, 2, 23, 25]",25.0
97122,Papa Pizza,"[1, 42]",1.0
145262,Алло! Пицца,[1],1.0
128326,Ginkgo,"[18, 25, 39]",18.0
106986,Престо,"[1, 2, 23]",1.0
126998,Шаурма club,"[5, 19, 25]",5.0
128114,Chebupizza,"[1, 19, 44]",1.0
159334,Смакъ,[33],33.0
133806,Сербия от Драгана,"[6, 25]",25.0
148226,Суши Палки,[2],2.0
162310,Манас,"[5, 25, 44]",44.0
156074,StarFix,"[19, 30]",19.0
178098,Arabica food,"[1, 2, 26, 33]",26.0
138190,WaffleMania,"[26, 27]",26.0
177470,Крок,"[1, 2, 6, 28]",2.0
165762,Fornetto,"[1, 2, 23, 40]",1.0
30094,Пizza Стучizza,"[1, 2]",1.0
33478,Якитория,"[2, 18, 36, 40]",40.0
140298,Дружба,"[5, 25]",5.0
130014,Тунец,"[2, 18, 40]",2.0
34426,Пирожковая №1,"[3, 30, 51]",3.0
33318,Бисквит,"[1, 2, 41]",1.0
139394,Grand Fish veranda,"[20, 23, 25]",23.0
176914,СушиВесла,"[2, 18, 40]",2.0
114974,Курочка С Нами,"[6, 26]",26.0
78546,Краснодарский парень,"[6, 29]",6.0
126250,BLACK SUSHI,[2],2.0
46966,Рамен-Клаб,"[2, 24, 36, 40]",40.0
171382,Rolland,"[1, 2, 36]",2.0
158330,Русский Аппетит,"[6, 25, 33, 43]",25.0
124950,Dhaba,"[25, 41, 47]",41.0
110282,BIG SIZE ROLL,"[2, 40]",2.0
173946,Sofritas,"[6, 25, 26, 35]",35.0
92930,Xarcho & Puri,"[5, 21, 37, 43, 51]",37.0
155658,Hookah Place,"[2, 40]",2.0
164022,Шашлык №1,"[5, 19]",5.0
35362,Аль-Фахир,"[2, 24, 25, 40]",40.0
157190,KFC,"[6, 26]",6.0
156678,KFC,"[6, 26]",6.0
151006,New Шаурма,"[19, 26]",19.0
118034,ДОСТАВКУС,[18],18.0
148294,Pizza Shop,"[1, 2, 40, 42]",40.0
168698,Storyя,[37],37.0
125198,Румянцев,"[1, 2, 3, 6]",3.0
164270,Чайхана Баракат,"[34, 44]",44.0
111006,Гурман,"[1, 2, 18]",2.0
126414,Rollissimo,"[1, 2, 6, 36]",2.0
87282,Там Ем,"[18, 36]",18.0
67494,Элементарно!,"[1, 2]",2.0
134818,FortBoyarD,"[1, 2, 40, 48]",2.0
45938,Чеми Хинкальная,"[5, 21, 30, 37]",37.0
175154,Шанхай,[18],18.0
167094,Fresh Club,"[25, 33, 34]",33.0
28706,Чайхона №2,"[5, 20, 25, 27, 51]",5.0
9542,Амиго,"[1, 6, 35, 40]",40.0
178510,Шаурма #1,[19],19.0
146014,Red Fish,"[2, 40]",2.0
145350,DOGGY BURGER,"[6, 26, 28]",26.0
125182,2 Берега,"[1, 2, 40, 42]",1.0
128622,KFC,"[6, 26]",6.0
141838,Автосуши,"[1, 2, 18, 40]",2.0
138214,TAKARA,"[1, 2, 24, 33]",2.0
129046,SUSHI-PIZZA 312,"[2, 18]",2.0
170450,Sheriff shaurma,[19],19.0
137746,Viet Xo,[39],39.0
133206,RAFFOOD,"[19, 26, 28]",19.0
144810,Барбари,"[5, 21, 30, 37]",37.0
119538,Москва-Тбилиси,"[30, 37]",37.0
130510,ДЖАМБО,"[6, 26]",6.0
25838,АйДаПирог,"[1, 3, 19, 40, 51]",3.0
106894,Варвар,[6],6.0
173958,Папа Пицца,"[1, 23]",1.0
167654,Сеньор Денёр,"[19, 26]",19.0
150026,Карина,"[5, 19]",5.0
60594,МУШУ,"[2, 40]",2.0
142082,Lambic,"[20, 25, 48, 51]",20.0
101322,ГРИН,"[5, 19]",5.0
149686,Модерн,"[1, 33, 42]",1.0
111322,ГРАНД,"[1, 5]",5.0
74622,СУШИ МАНИЯ,"[1, 2, 18, 40]",2.0
133090,R.A.F. FOOD,"[5, 6, 26, 35]",5.0
157914,Армянский Дом,"[5, 25, 37]",37.0
104202,Б&Б,"[1, 2, 6, 23]",6.0
81670,Pizza Пан,"[1, 25]",1.0
109162,Burger King,"[6, 26]",6.0
133262,Бульвар,"[3, 5, 25, 33]",33.0
139582,Biba&Boba,"[1, 2, 29]",2.0
135482,Munhell,"[1, 6, 25, 37]",25.0
114602,Yoki,"[2, 36, 40]",2.0
121902,МОРЕ РЫБЫ,"[2, 18, 40]",2.0
166918,Dream Pho,[39],39.0
153658,Kikidze,"[21, 37]",37.0
81438,Шарманка,"[5, 34, 37, 43, 51]",5.0
177726,Pioppo Albero,"[1, 23, 42]",42.0
140678,Vano & Vaso | ДОННЕРИЯ,"[19, 21, 26, 37]",37.0
164634,Суши Линк,"[2, 18, 40]",2.0
151102,"""Сен-Сеи"" Суши пицца","[1, 2, 6, 40]",2.0
126118,ВкусиСуши,"[2, 40]",2.0
179046,Суши-маркет,"[2, 40]",2.0
153082,Мон Амур,"[1, 2, 42]",42.0
132246,Sushi Maki,"[2, 20, 33, 40]",2.0
162654,Атмосфера,[40],40.0
119338,PAPITO’S PIZZA,"[1, 26, 42]",1.0
159402,Тюбетейка,"[25, 26, 30]",26.0
146626,Манила,"[5, 23, 33, 42]",42.0
124458,Робэс,"[5, 30, 37]",5.0
129322,Kannam Chicken,"[1, 25, 36]",25.0
131606,Домашний Вкус,"[1, 5, 27, 29]",5.0
145946,Pizza Club,[1],1.0
146974,Brutal Burgers,"[6, 26]",6.0
93490,Капоне,"[23, 42, 51]",42.0
132866,Рыба.Рис,"[2, 19, 36, 40]",2.0
135094,NO SPICY.pls,[39],39.0
170538,Иверия,"[5, 20, 30, 37]",37.0
128578,KFC,"[6, 26]",6.0
156222,Sushi House,"[2, 18]",2.0
41766,Sushi 100,"[1, 2, 20, 41]",2.0
138050,Суши Топ,"[2, 40]",2.0
163590,Городское кафе,[26],26.0
149626,Макси Суши,"[2, 40]",2.0
159558,Три правила,"[25, 34]",25.0
155902,Грузинский район,[37],37.0
131582,PizzaDonia,"[1, 6, 18, 42]",1.0
126514,Viet Mania,"[2, 39]",39.0
137622,МОСДОНЕР,"[1, 19, 26]",19.0
65538,Beerлога,"[6, 20, 24, 43]",24.0
124334,Fast&Tasty,"[2, 3, 26]",2.0
142350,ПИЦЦЕТТО,"[1, 42]",1.0
158042,Ne'Roll,[2],2.0
144426,Al 33,"[1, 23, 42]",42.0
28622,Шашлычный Двор,"[5, 20]",5.0
62582,Суши-шеф №1,"[1, 2, 18, 40]",2.0
101610,Тбилисо,"[5, 21, 25, 37]",37.0
137158,Время есть,"[25, 43]",43.0
177858,PINSA & PIZZA,"[1, 23, 26, 42]",42.0
49826,Суши Guru,"[2, 18, 40]",2.0
153350,Суши Дзен,"[2, 40]",2.0
35118,MYBOX,"[2, 18, 36, 40, 51]",2.0
170602,Большая ложка,"[19, 25, 30, 43]",30.0
172594,Джани ресторани,[37],37.0
116374,Парус,"[5, 37]",5.0
163574,Foodtaxi,"[1, 2]",1.0
177414,Лайвер,"[1, 23]",1.0
87446,BKLYN BROOKLYN PIZZA PIE,"[1, 6, 23, 42]",42.0
140914,Хачапуридзе,"[5, 27, 30, 37]",37.0
122514,Baklajan,"[30, 34, 37]",37.0
161586,Арктика,"[5, 19, 44]",5.0
168018,ВкусВилл,,0.0
84214,Ели Сацебели,"[5, 21, 37]",37.0
170118,The Мясо,"[1, 26, 30]",26.0
178002,ЕСТЬ & ПИТЬ,[1],1.0
171078,Шаурмания,[19],19.0
135222,SARANG,[38],38.0
113002,IKIGAI,"[2, 40]",2.0
71202,Маленькая Япония,"[2, 20, 41, 51]",20.0
174126,Subway,[26],26.0
131286,Па-Питас,"[6, 19, 25, 26]",26.0
108258,Secret Pizza laboratory,"[1, 42]",1.0
95390,Рис,"[1, 2, 26, 36]",2.0
147450,Вот такие пироги,"[3, 30]",30.0
120298,ВьетNam,"[2, 18, 39]",39.0
142174,Pizza LAVKA,"[1, 42]",1.0
159018,Chef-ФуД,"[1, 2]",2.0
158934,Палермо,"[1, 5]",5.0
174902,Chicken Planet,[26],26.0
122802,Папа Джонс,"[1, 26]",1.0
172202,Пятница,"[1, 2, 5]",1.0
129786,СЫТЫЙ СЛОН,"[19, 26, 28]",26.0
105306,MANGO,"[1, 6, 24, 40]",40.0
48038,T.G.I. Friday's,"[6, 25, 26]",6.0
104770,МИАСАР ПИЦЦА,"[1, 5]",1.0
124442,Rolls Royce,"[1, 2, 18]",2.0
154762,Облепиха,"[1, 23, 42]",42.0
125118,ИМБИРЬ,[2],2.0
108746,Сушняки,"[1, 2, 40]",2.0
148902,ЯпоноМама,"[2, 18, 33, 51]",2.0
169922,Суши&Пицца,"[1, 2, 36]",2.0
150406,Subway,"[26, 29]",29.0
59014,Papa's Pizza,"[1, 2, 6, 29]",1.0
108266,Basilic,"[1, 2]",2.0
150522,Линдерхоф,[25],25.0
130670,YAKUZA,"[1, 2, 18, 40]",2.0
178226,Caramel,"[1, 34, 36]",1.0
163318,Виноград,"[5, 44]",44.0
115166,МЯСОROOB,[6],6.0
176950,IL SUSHKA,"[1, 2, 18]",2.0
171506,Суши в Рязани,[40],40.0
109674,Император,"[5, 37]",5.0
20282,Такаши,"[2, 24, 40, 41]",40.0
166170,VЛАVAШЕ,[19],19.0
72882,Дом Куксу,"[24, 36, 38, 51]",36.0
179062,Crazy Hunter,[25],25.0
146378,Хинкальный Дом АРГО,"[5, 21, 37]",5.0
172822,ВСЯ ПИЦЦА 349 РУБЛЕЙ,[1],1.0
153146,Street Food,[19],19.0
162502,Суши Мастер,"[2, 18, 40]",2.0
137870,MYBOX,"[2, 18, 36, 40]",2.0
57914,Pomodoro Royal,"[1, 2, 26, 29, 51]",1.0
155698,Сити Пицца,"[1, 2, 18]",1.0
156250,Пицца Рицца,"[1, 6, 29]",1.0
152150,La Pizzeria,"[1, 2]",1.0
146606,Fat cat,"[1, 2, 24, 42]",42.0
140814,Столовая,"[25, 43, 44]",43.0
145018,Пельмэн,"[24, 34, 43]",43.0
518,Дорогомилово Сервис,"[20, 25, 49]",49.0
107986,Биг Бенни,"[1, 2, 40, 42]",1.0
178570,Madame Pavlova,"[27, 34]",27.0
162,Гриль Ру,"[5, 25, 43, 44]",5.0
32838,Шоп-Суши,"[2, 20, 40, 51]",2.0
132650,Пекарня №15,"[1, 3, 21]",3.0
157742,Пицца Суши БИС,"[1, 2, 40]",40.0
131218,Burger&Sushi,"[6, 26]",6.0
19390,Маленькая Венеция,"[1, 2, 18]",1.0
164014,Шаурма Пирог Хот Дог,"[19, 28]",19.0
123990,SUSHI CLUB,"[1, 2, 18, 23]",2.0
130978,SUSHI PIZZA MAXIMUM,"[1, 2, 36, 40]",2.0
120958,СУШИ МАРКЕТ,"[2, 40]",2.0
133674,То & СЁ,"[1, 2]",2.0
171618,Грузинская Лавка,"[5, 37]",37.0
114570,L`amore Mio,"[1, 2, 6, 18]",1.0
133098,Корчма Тарас Бульба,"[5, 34, 43, 51]",43.0
166562,Salmon,"[1, 2, 18]",2.0
161250,ТЕСТО PLACE,[1],1.0
170654,Мясной BRO,"[6, 25, 42]",25.0
155110,КАЦО,"[5, 21, 25, 37]",37.0
126462,ЯММПИЦЦА,[1],1.0
122546,PINOCCHIO,"[1, 2, 18, 26, 51]",2.0
127854,СъелБыСам,"[1, 2, 23, 40]",2.0
155234,ПКП,"[1, 18, 23, 26]",1.0
134714,Шаурма №1,[19],19.0
160978,MYBOX,"[2, 18, 40]",2.0
133602,Генацвале,"[5, 37]",37.0
150638,Авокадо,"[1, 2, 40]",2.0
125206,SushiTayo,"[1, 2, 18, 23]",2.0
25874,Merzen,,0.0
112662,Run Pizza,"[1, 2, 18, 23]",1.0
41386,Hot Pizza,"[1, 2, 6, 20, 51]",1.0
68506,Express,"[1, 2, 6]",2.0
122290,MYBOX,"[2, 18, 36, 40]",2.0
111614,ФЕНИКС,"[1, 2, 18, 26, 51]",1.0
92406,BB&Burgers,"[6, 26, 29]",6.0
145810,Хинкальная,"[1, 5, 21, 23]",21.0
156814,Subway,"[26, 29]",29.0
136574,GoRoll,[2],2.0
151242,Маэстрогранд,"[1, 2, 40, 42]",2.0
172182,Сытый ниндзя,"[1, 2, 40]",2.0
134234,Хинкали & Хачапури у Кетевани,[37],37.0
161602,il FORNO,"[1, 23, 42, 51]",42.0
144430,WOW!КОФЕ,"[27, 29, 34]",27.0
173486,Фигаро,"[1, 2, 3, 26]",1.0
179258,Ха Ной,[39],39.0
159870,ЕДУДА,[43],43.0
157002,Шашлычок,[5],5.0
118278,Вкус Мяса,"[6, 25]",6.0
136058,SUSHIBOX,"[2, 40]",40.0
130038,ADDBURGER,[6],6.0
106378,Суши Сет,"[2, 40]",2.0
167414,У Баха,[5],5.0
108834,ХИЯШИ,"[2, 40, 51]",2.0
157386,Star Food,"[1, 2, 18]",2.0
177826,Мушу,"[2, 18, 40]",2.0
85126,Манты-Ман,"[21, 44]",21.0
145178,Панда Маркет,"[1, 2]",2.0
106026,Жарпицца,"[1, 2, 6]",1.0
114222,LAMAJO,"[1, 42]",1.0
143130,Пеперончино,"[1, 42]",42.0
153706,Мираж Синема,"[1, 25, 26, 42]",42.0
104594,park&pizza,"[1, 42]",1.0
117010,Burger King,"[6, 26]",6.0
118810,Семь Пятниц,"[1, 2, 5]",2.0
133546,OmNomNom,"[6, 18, 20, 25]",18.0
161566,Pomodoro Royal,"[1, 2, 29]",2.0
158634,Шаурма на Средном,"[1, 5, 6, 19]",1.0
79630,Dory Pizza,"[1, 18]",1.0
160230,DaDaRoll,"[1, 2, 18, 33]",2.0
143294,MOJO,"[2, 18, 40]",18.0
158138,Причал 93,"[26, 34, 43, 52]",43.0
172754,Samir,[1],1.0
153310,СушиВесла,"[2, 18, 40]",2.0
15250,Якитория,"[2, 18, 36, 40, 51]",40.0
123786,УЧЁНЫЙ КОТ,"[1, 23, 25]",25.0
1030,Correas,"[1, 23, 29, 42]",42.0
126710,Паб Весёлая такса,"[6, 23, 25, 26]",6.0
101938,Суши Love,"[2, 18, 24, 29]",2.0
70186,Фриролл,"[2, 6, 40]",40.0
157950,Zenfood,"[2, 33, 36]",2.0
127946,Чиполучо,"[1, 23, 25, 42]",1.0
146426,Макдоналдс,"[6, 26]",6.0
116278,Папа Панда,"[1, 2, 18, 40]",2.0
131506,Шаурмян,"[1, 6, 19]",19.0
118250,Maki_mania,"[2, 18, 40]",2.0
79442,R&S,"[1, 2, 6, 24, 27]",2.0
163994,Mr Kim,[38],38.0
35834,Марио Пиццальдо,[1],1.0
157198,KFC,"[6, 26]",6.0
114854,Чан Чан,[18],18.0
120814,YES PIZZA,"[1, 42]",1.0
141846,THE BEST BURGERS,[6],6.0
115502,Столовая,"[25, 29]",25.0
8630,Чайхана Баранжар,"[5, 24, 27, 44, 51]",24.0
67146,СУШИ ПАТИ ,"[2, 18]",2.0
104890,Ciao Pizza,"[1, 42]",1.0
156342,Тифлисъ,"[5, 25, 30, 37]",37.0
147406,Граф Быстров,,0.0
141106,Примавера,"[1, 23]",1.0
158838,Суши-Рай,"[1, 2, 40]",2.0
105518,Пусан,"[2, 18, 23, 24]",18.0
150462,Франки Фэп,"[1, 23, 24, 42]",42.0
148950,Авто-Уми,"[1, 2, 40, 42]",40.0
128146,МУКА & РИС,"[1, 2, 18, 40]",2.0
165318,The Угли,[25],25.0
120238,Лотос,"[20, 25, 39]",39.0
152126,The Great Kraken,[20],20.0
62510,КИМЧИ,[38],38.0
147318,Честер,"[3, 20, 25]",25.0
11114,Всё о пирогах,"[1, 3]",3.0
133586,СЕНСЕЙ,"[2, 40]",2.0
123926,GIROS plus,"[1, 26, 32]",32.0
125650,Знатный дворъ,"[1, 5, 20, 23]",5.0
149786,Karl Schnitzel,[25],25.0
151142,Хочу Суши,"[2, 40]",2.0
177010,Мельница,"[1, 43]",43.0
121722,#sushi ТОЧКА,"[1, 2, 18, 40]",2.0
133782,Шашлычная Хан,"[5, 19]",5.0
161762,Япошка-Матрёшка,[40],40.0
158510,Мангал Донер,"[19, 26]",19.0
145598,Хинкали,"[5, 21, 30, 37]",37.0
147622,Шаурменная&Бургерная,[19],19.0
150190,Сусанна,[5],5.0
106878,БАК БО,"[18, 39, 51]",39.0
109010,Пепперони,"[1, 23, 42]",1.0
61370,Чабрец,"[2, 5, 24, 27]",2.0
127866,Robbi Café Italiano,"[1, 23, 42]",42.0
141878,Black Star Burger,"[6, 26]",6.0
152998,ОГНИ БАКУ,"[5, 24, 25]",25.0
166474,Кружева,"[34, 43]",43.0
157042,#посуши,"[2, 40]",2.0
136126,Ravioli,"[1, 23, 34, 42]",42.0
177722,Новый Рим,"[1, 2]",2.0
129722,МОРЕ РЫБЫ,"[2, 18, 40]",2.0
117806,Остров,"[1, 2, 6, 23]",2.0
157094,Кофейка,"[27, 34, 52]",52.0
119134,Love суши,"[2, 18, 40]",2.0
133918,ПАПА САНЧЕС,"[1, 6, 26, 35]",1.0
169918,Shawarma House,[19],19.0
147802,ЖИТЬ-ХОРОШО!,[6],6.0
163158,Хинкальная Стумари,[37],37.0
116398,Хинкарули,"[21, 25, 30, 37, 51]",37.0
138754,ДЖЕНТЕЛЬМЕН,"[1, 6, 24, 25]",25.0
138094,PizzBurg,"[1, 2, 6, 40]",2.0
116418,Сапуре,"[30, 37]",37.0
76686,БАРАSHКИ,"[5, 25, 37, 42]",5.0
115626,PIZZERIA MARIA,"[1, 2, 6, 42]",1.0
126342,Хуторок,"[25, 43]",25.0
133650,Кафе 258,"[5, 30, 37]",37.0
25846,СУШИ&WOK,"[1, 2, 18, 20, 51]",2.0
163738,МАГБУРГЕР,"[6, 26, 27, 30]",6.0
177542,Gastrobar Maksimovich,"[2, 25, 40]",40.0
164162,Birliman Grill,"[1, 5]",5.0
107734,Пицца Лисица,"[1, 42]",1.0
169934,Суши-Джет,[2],2.0
123890,OPYATA,"[1, 6, 23, 43]",43.0
153322,Tai Food,[36],36.0
105506,Суши Сет,"[2, 40]",2.0
124818,Папа Михо,"[21, 25, 30, 37]",37.0
168546,Subway,"[26, 29]",29.0
131126,Шашлы Машлы,"[5, 25]",5.0
173650,Яки`Да,"[1, 2, 26, 40]",2.0
105210,Katsu,"[2, 18, 40]",2.0
164666,Папа Фо,"[2, 18, 40]",40.0
149922,Мак,[27],27.0
84366,Шикари,"[18, 36, 40, 41]",36.0
9358,Люкс кафе,"[19, 24, 25]",25.0
124762,Сакура,"[1, 2, 6, 40]",40.0
130442,Мама Чоли,"[1, 23, 42]",42.0
22858,Планета Суши,"[2, 18, 36, 40]",2.0
115150,Аква Суши,"[1, 2, 18]",2.0
145698,СушиВесла,"[2, 18, 40]",2.0
67666,Золотая вилка,"[5, 43]",5.0
163974,Sakura club,[2],2.0
167394,DROVA,[1],1.0
151326,Заря Пицца,"[1, 2, 18]",2.0
162442,Золотая мельница,[37],37.0
169266,Конфетки-бараночки,"[2, 43]",43.0
114586,Pelmeniki-Club,"[18, 43]",43.0
26554,Italian pizza,"[1, 2, 40]",1.0
124522,Burger King,"[6, 26]",6.0
144818,ВСЕ РОЛЛЫ 159 РУБЛЕЙ,"[2, 40]",2.0
149554,Шашлык 63,"[5, 19]",5.0
162538,Папин гараж,[35],35.0
120866,YES PIZZA,"[1, 42]",1.0
12870,Ичибан,"[1, 2, 18, 40]",2.0
130422,BANG BURGER,"[6, 26, 28]",6.0
125442,SUSHBERY,"[1, 2, 18]",2.0
32022,Япомаки,"[1, 2, 18, 40]",2.0
141786,PHO CITY,[39],39.0
150850,РыбаМясо,"[19, 23, 24, 25]",25.0
154146,Жаркий Бро,"[5, 26, 30]",5.0
148474,Охотник,"[5, 25]",5.0
149198,Чъирита,[3],3.0
139954,DЯDЯ DЁNER,"[19, 26]",26.0
162098,Джонни Пончик,[27],27.0
127686,Токио,"[2, 18]",2.0
62390,Олимпик,"[36, 42, 43, 47, 51]",36.0
13306,Сварня,"[2, 25, 26, 43, 51]",25.0
144090,Евразия,"[1, 2, 6, 18]",2.0
158814,MYBOX,"[2, 18, 40]",2.0
157594,Kitchen Lab,[2],2.0
82126,LAMB COOK,"[2, 5, 23, 42]",5.0
146090,Частная Практика,"[6, 25]",6.0
150186,Сосновый бор,"[5, 43]",5.0
176302,Суши Шоп,"[2, 18, 40]",2.0
169622,Jimoto,[40],40.0
144182,Bona Capona,"[1, 23, 42]",42.0
111290,Big Food,"[5, 6, 26]",6.0
129122,Суши Love,"[1, 2, 18, 40]",2.0
174266,2 Берега,"[1, 2, 40, 42]",1.0
41774,Кормушка,"[1, 6, 27, 40]",40.0
169558,Пить кофе,"[1, 2, 27, 34]",27.0
127678,На Бульварной,"[1, 42]",1.0
110322,Суши СПБ,"[2, 40]",2.0
157762,SUSHI BOX,"[1, 2, 40]",40.0
114982,Milano,"[1, 2, 40, 42]",1.0
143390,Ronny,"[2, 40]",2.0
141914,Sushi time,"[1, 2, 40]",2.0
128450,HOTBERY,"[1, 2, 18]",2.0
41382,Горы Суши,"[1, 2, 20, 41]",2.0
165018,На мангале,[5],5.0
163822,Чайхана Айвай,[44],44.0
125298,GRILL MASTER,"[5, 19, 26]",19.0
147530,Сулугуни и вино,"[30, 37]",37.0
120102,ХИНКАЛИ,"[25, 26, 42]",42.0
165490,Бархат,"[20, 25, 33, 37]",37.0
146870,See Asia,"[18, 36, 40]",18.0
160806,Хлебный дворик,"[1, 2, 5]",1.0
126654,Суши Мастер,"[2, 18, 40, 51]",2.0
105142,Бухен Хаус,"[1, 2, 40, 42]",1.0
171670,Asia&Grill,"[2, 36, 40]",36.0
150250,Виновен,"[1, 23, 26]",26.0
107826,Суши Мастер,"[2, 40, 51]",2.0
120786,Папа Джонс,"[1, 26, 51]",1.0
119486,Adriano,"[1, 2, 23, 26]",1.0
136366,Чайхана Старый Чинар,"[25, 30, 44]",44.0
116410,MYBOX,"[2, 18, 40, 51]",2.0
126646,БЕРИБУРГЕР,[6],6.0
154322,Бургерная N1,[6],6.0
129678,Panda Hot,"[1, 2, 23, 26]",2.0
107682,Brothers Burgers,[6],6.0
129726,МЯСОROOB,[6],6.0
150910,Сет Сетыч,"[2, 40]",2.0
112638,Суаре,"[2, 18, 33, 48]",2.0
110782,TIMS,"[2, 18]",2.0
172702,Красти Краб,[19],19.0
137066,HOTDOGGER,"[6, 26, 28]",26.0
172690,Первая онлайн столовая,"[30, 33, 43]",33.0
159286,Закавказский дворик,[37],37.0
154650,ШауRooM,"[1, 3, 5, 19]",5.0
135922,Шашлык-башлык,"[5, 20, 24, 25]",5.0
162186,На дровах,[5],5.0
176382,Васаби,"[2, 18, 40]",2.0
142526,Академия,"[1, 2, 23, 40]",40.0
145454,Мастер Кебаб,"[19, 26]",19.0
112478,Дело в Рисе,[2],2.0
111806,GoRoll,[2],2.0
82478,Сити Пицца,"[1, 2, 26]",1.0
158418,Maxi Гиро's,"[19, 26, 32]",32.0
108302,Суши Маг,"[1, 2, 40]",2.0
153650,Барбекю,"[5, 30]",5.0
129666,Надосуши,"[1, 2, 18, 40]",2.0
104746,Еду домой,"[1, 23, 51]",1.0
126838,Pappa Mexico,"[6, 35]",35.0
99582,ZAMES,[25],25.0
116254,СушиЛов,"[2, 40]",2.0
82790,Гриль Хаус,[5],5.0
161814,Табаско,"[1, 2]",1.0
170606,Султан Чайхана,"[5, 30, 37]",5.0
177850,Суши Мастер,"[2, 18, 33, 40]",2.0
134150,Казан&Мангал,"[5, 30, 37]",37.0
157938,O! Cuba,[33],33.0
147914,Бегемот,"[1, 2, 40, 42]",1.0
123470,Pirogova,"[1, 2]",1.0
35862,Seven Donuts ,[30],30.0
164098,Марио,"[1, 42]",42.0
162746,ТОКИО-SUSHI,"[2, 24, 40]",40.0
173058,ПИЦЦА МАМА,[1],1.0
112094,Хачапури,"[5, 21]",5.0
177402,Донер хаус,"[19, 30]",30.0
179186,MYBOX,"[2, 18, 40]",2.0
75294,БАНЗАЙ,"[1, 2, 20, 24]",20.0
178670,Шаверма-Пекарня,"[1, 19, 26, 30]",19.0
134286,TANABI,[2],2.0
136062,Морская корова,"[6, 26]",26.0
178254,Фо 89,[39],39.0
142478,Dai Viet,[39],39.0
138206,Мачете,[26],26.0
72266,LIBRARY,"[23, 26]",26.0
18618,Мама Donna,"[1, 23, 24, 25, 51]",1.0
175150,СушиВёсла,"[2, 18, 40]",2.0
150162,Крошка Енот,"[1, 2, 26]",2.0
137470,pobo,"[2, 40, 48]",2.0
144434,Libre Bar,"[1, 2, 5, 6]",2.0
172214,Kebab city,[1],1.0
126938,Аджикинежаль,"[5, 37]",37.0
133002,Рай у фонтана,"[5, 23, 37]",5.0
127814,MEGAROLL,"[2, 18, 40]",2.0
158354,Quan Com 1989,[39],39.0
151978,Вкусные роллы за 179 руб,[2],2.0
168574,Subway,"[26, 29]",29.0
73298,СушиШоп,"[2, 40]",2.0
177358,Шашлык сити,[5],5.0
132462,HI ROLL,"[2, 36, 40]",40.0
165406,Райский сад,[25],25.0
157962,Бургерная 1777,"[6, 26]",6.0
113690,YummY,"[1, 2, 6, 18]",1.0
89506,Cart lounge,"[2, 6, 36]",6.0
107386,Сакура,"[2, 6, 18, 28]",2.0
116490,Parma,"[1, 23, 25, 42]",42.0
57522,Фаджоли,"[1, 24, 27, 40]",40.0
160406,Rewada,"[1, 2]",1.0
137042,КОПТИЛЬНЯ,"[20, 25]",20.0
173106,Пельменная,"[23, 24, 36, 43]",43.0
172178,Бонжур,"[1, 5, 42]",42.0
150706,Перец,[25],25.0
147542,Решетка,"[5, 6]",6.0
160882,Coffee King,"[1, 2, 26, 52]",52.0
138550,Rapido,"[2, 6, 18, 40]",2.0
144802,Гамбринус,"[25, 43]",25.0
174206,Рыжий Рорри,"[6, 25]",6.0
130838,PIZZA CHIKAGO,"[1, 42]",1.0
127510,Time To Meat,"[6, 25]",6.0
126958,Ешь,"[1, 5]",5.0
165234,СТЕЙК Давай!,"[2, 6, 25]",25.0
125898,PIZZA SET,"[1, 6, 36]",1.0
55534,NASUSHI,"[1, 2, 20]",2.0
113574,Turbo Rolls,"[1, 2, 18]",2.0
89330,Pizzamento,"[1, 23, 42]",1.0
133362,Street Market,"[1, 27, 29, 36]",27.0
19534,Pranzo,"[1, 2, 25, 41]",2.0
134686,PRO SUSHI,"[2, 40]",2.0
143018,Кебаб МД,[19],19.0
94878,Napoli,"[1, 26]",1.0
169738,Рис и Хаси,"[1, 2, 26, 36]",2.0
