chain_id,chain_name,product_group_ids,default_product_group_id
133178,Meat&Bones,"[6, 29]",6.0
130790,Хот-Дог,"[28, 34]",28.0
176246,Виноград,"[1, 2, 23]",1.0
161682,100Роллов,[2],2.0
152042,Дача,"[1, 2]",2.0
149286,Lounge-café Хлопок,[5],5.0
136650,Бардак,"[1, 2, 5, 26]",2.0
107042,Суши Сумо`м,"[2, 18, 23, 24]",2.0
155534,HOT DOG HOUSE,"[6, 26, 28, 47]",28.0
20662,Сушная,"[1, 2, 18, 20, 24]",2.0
174314,Баттерфлай,[25],25.0
106038,Rione,"[1, 2, 18, 23]",1.0
135938,Солянка,"[20, 25, 30]",30.0
134534,Декабрист,"[20, 25]",25.0
118802,СЕГОДНЯ МИДИИ,[20],20.0
160850,Разливочный Цех,"[1, 25, 52]",25.0
127514,Вот это еда,"[2, 26]",2.0
110986,Суши Сет,"[2, 18, 40]",2.0
50762,Сушинка,"[1, 2, 20]",2.0
172406,Люмян,"[5, 30, 44]",44.0
172206,Суши Мастер,"[2, 18, 40]",2.0
147762,MAKI,"[2, 40]",2.0
61074,Viet Express,[39],39.0
44274,Тапки,"[23, 29, 42, 43, 51]",43.0
133282,Bravo pizza,"[1, 40]",1.0
158170,Hungry,"[34, 42]",42.0
123106,SOHO,"[1, 2, 40, 42]",2.0
123814,Анненфельд,"[5, 30, 37]",37.0
132006,Pizza GEOMETRIC,"[1, 25]",1.0
170170,Империал,"[19, 20, 25]",19.0
45778,Sushi Top,"[2, 18, 40]",2.0
154374,ЗА100ЛЬЕ,[25],25.0
177422,Chateau Vintage,[25],25.0
68682,De Marco,"[2, 42, 43]",42.0
160890,BOTANIQUE,"[6, 27, 34]",34.0
160486,Mami sushi,[2],2.0
151946,Arzu gold,"[5, 25, 37]",37.0
144346,СушиВесла,"[2, 18, 40]",2.0
169278,Пепперони,"[1, 23]",1.0
177794,1-я Мидийная,[20],20.0
128130,Бык + Зерна,[6],6.0
75754,Grill Meister,[5],5.0
123082,Мастер Пицца,"[1, 2, 6]",1.0
153202,TAKARA,"[1, 2, 33]",2.0
154198,Littleindia,[41],41.0
19066,Пилзнер,"[6, 24, 25]",24.0
153142,Добрая Кухня,"[1, 2]",2.0
108090,LasVegasrolls,"[2, 18, 40]",2.0
13002,PERFETTO,"[1, 2]",2.0
179910,ПАЛКИ-СКАЛКИ,[26],26.0
105462,Окинава,"[1, 2, 6, 18]",2.0
157102,PIZZA TORINO,[1],1.0
126066,#На районе,"[5, 6, 19, 26]",5.0
96654,Старый Город,[25],25.0
124526,Луиджи,"[1, 23, 24, 42]",23.0
150466,Midas,"[25, 30]",30.0
164398,Хлеб и масло,[25],25.0
80318,SUSHIBOX,"[2, 41]",2.0
135642,Шарден,"[5, 37]",37.0
105290,Don-Bekon,"[1, 2, 40, 42]",1.0
85110,IL PIZZAIOLO,[1],1.0
132670,ZERO PIZZA,[1],1.0
164906,I`m,[2],2.0
157502,На Басманной,"[5, 30]",5.0
131378,РИЦ,"[1, 2, 40, 42]",2.0
179902,Гриль Кафе,[5],5.0
155082,ВилкиНет,"[1, 2, 18, 33]",2.0
117166,CRAFT TIME,"[2, 6, 18, 40]",2.0
147918,Ням-ням,[1],1.0
132558,ХАЛВА,"[2, 25]",2.0
107554,Арт Кафе,"[1, 2, 40, 42]",1.0
42330,M-City,"[1, 2, 23, 40]",40.0
174586,ФАРТуна,[1],1.0
170330,MEAMA,[37],37.0
129238,ХОТ ЕНОТ,"[1, 18]",1.0
159250,Суши Панда,"[2, 40]",2.0
158474,Pizza House,"[1, 23, 33]",1.0
157142,Beer Yourself,"[25, 26]",25.0
168042,ВкусВилл,,0.0
136998,Filipp’s Pizza,[1],1.0
96418,Mokka,"[6, 23, 26, 29]",26.0
162322,Gusti Giusti,"[1, 42]",42.0
135318,Дом Плова,"[2, 5, 22, 44]",5.0
167410,Chaudeau,[27],27.0
170770,ЛЕГКО.МЕНЮ Лавка-доставка,[33],33.0
128694,Grand УРЮК,"[2, 5, 20, 30, 51]",5.0
163490,Сим-Сим,[1],1.0
133618,КумКума,"[5, 37]",37.0
167598,BAO,[18],18.0
145234,ЖИ-ШИ СУШИ,"[2, 18]",2.0
147994,Оазис,"[1, 5, 6]",1.0
30666,I Love Sushi,"[1, 2, 5, 41]",2.0
110894,Якитория,"[1, 2, 18, 35]",2.0
127218,Pomodoro Royal,"[1, 2]",1.0
146318,Горластый Гарри,"[1, 2, 6]",2.0
169198,Раковая Ивана Раковара,[20],20.0
164938,Пивной Дворик,"[24, 25, 43]",43.0
135830,Доджер Дог,"[26, 28]",28.0
108018,Казан,"[5, 22, 44]",5.0
173686,ЖАРъ,"[5, 37]",5.0
107918,Takkami,"[1, 2]",2.0
162942,ChickenBurg,"[1, 6, 26]",26.0
119502,WOKBERRY,"[2, 18, 40]",2.0
128614,ARAN,[5],5.0
131614,PepePizza,"[1, 2, 26, 29, 51]",2.0
145510,TOPLIVO,"[1, 25, 42]",25.0
140178,TESLA,"[1, 6]",1.0
131990,Царская шаурма,"[5, 19, 25]",19.0
158154,Библиотека №1,"[23, 24, 43]",43.0
143554,Лондон,"[1, 6, 25, 31]",25.0
157242,V-Lounge,"[1, 23, 42]",42.0
129858,От Души,[19],19.0
168778,Шуберт,"[1, 2, 36]",1.0
148158,Пинта,"[1, 2, 6, 26]",26.0
95538,Fast`n Roll,"[1, 2, 18]",2.0
170222,Papa MIA!,"[1, 5]",1.0
155866,Вкус Пекина,[25],25.0
154462,Фо Ролл,"[18, 39]",18.0
166034,Ваши Суши,"[2, 33]",2.0
46290,Fix Pizza,"[1, 2, 18]",1.0
105810,Kebablab,"[5, 22, 44]",5.0
105410,Fish'кa Time,"[2, 40]",2.0
140310,Штаб Квартира,"[20, 25, 28]",20.0
178710,СМОКЕРНАЯ BBQ,"[25, 26]",25.0
152774,Синнабон,"[27, 30]",30.0
155678,Лес,"[25, 29, 34]",29.0
151974,Botteganova Organic Store,"[1, 23]",23.0
128838,Da Cicco,"[1, 23, 42]",42.0
130618,Veriko,"[5, 21, 25, 37]",37.0
112066,Holy Vegan,"[26, 27, 34, 47]",26.0
101834,Prime,"[6, 26]",6.0
179954,pasta mania,[42],42.0
159810,Kannam Chicken,"[1, 25, 26]",26.0
79094,Pizzamento,[1],1.0
74382,Огохого,"[25, 36]",36.0
115554,Розмарин,"[1, 2]",2.0
133658,GONIMANI,"[1, 2, 18]",1.0
117074,Оки Доки,"[1, 2, 40, 42]",2.0
136518,YUM YUM,"[6, 26, 27, 33]",26.0
107078,Sushi-Do,"[2, 18, 40]",2.0
162178,Шашлычный Дом,[5],5.0
179386,Трамвай,[42],42.0
144546,Pita Tartilita,"[6, 19]",19.0
108202,Роллер,"[2, 40]",2.0
171666,Донермания,[19],19.0
82898,Хинкальная,"[5, 21, 37, 43]",37.0
120086,Мечта,"[37, 43]",37.0
108978,СУШИШОК,"[2, 18]",2.0
136114,Сочная Шаурма,"[19, 26]",19.0
128042,China MaMa,"[2, 18, 40]",18.0
131686,Виноградная Косточка,"[5, 21, 25, 37]",37.0
137598,Батуми,"[21, 30, 37]",37.0
92754,Vkustbilisi,"[5, 21, 44]",44.0
145530,Veprevo Koleno,"[20, 25]",25.0
157158,Koala food,"[2, 40]",40.0
149070,Лас-Вегас,"[5, 25]",5.0
59782,Бюро,[6],6.0
168890,Jasmin,"[1, 41, 48]",41.0
155278,Пиросмани,"[5, 25, 37]",5.0
127406,Брынза,"[5, 30, 34, 37]",37.0
132610,Lori Foods,"[2, 36, 40, 48]",2.0
141854,Автопицца,"[1, 2, 18, 40]",1.0
174134,Wafbusters,"[26, 27, 29]",27.0
177430,НАШ ДВОРИК,"[30, 43, 44]",30.0
154898,Me Gusto,"[1, 2, 40, 42]",2.0
124622,SUSHI COLLECTION,"[2, 18, 40]",2.0
119478,WOKBERRY,"[2, 18, 40]",2.0
118018,SUSHIFIX,"[1, 2]",2.0
127582,ДОСТАВКУС,"[1, 2]",2.0
49790,Беби Джоли,"[5, 37]",37.0
44070,Сказка Востока,"[5, 22, 37, 43, 51]",5.0
180122,Pizza napoli & burgers,"[1, 6, 26, 42]",1.0
142354,Pizza in Castello,"[1, 42]",1.0
164606,Cочные суши,"[1, 2, 36]",36.0
64442,Dublin Pub,"[1, 5, 23, 43]",1.0
162354,Учкудук,"[5, 34, 44]",44.0
172814,Шустрый азиат,[36],36.0
160670,UMA,"[2, 6, 18, 23]",2.0
173126,Победа,"[1, 5, 37, 43]",43.0
140958,Satrapezo,"[5, 23, 37, 42]",37.0
165414,Чечил,"[27, 34, 37, 40]",37.0
161666,Гриль Хаус hot,"[1, 5, 19, 26]",5.0
117542,BB cafe,"[23, 25, 27, 42, 51]",42.0
166118,Вечерний Питер,"[1, 5, 20, 25]",25.0
167194,Al dente,[42],42.0
141926,Хатико,"[2, 40]",40.0
146070,Шашлычная,"[5, 25]",5.0
125334,EL Chef,"[1, 2]",1.0
143090,Blanc de Blancs,"[20, 23, 25]",20.0
126670,Bistro 11,"[1, 6, 23, 42]",42.0
40250,Пиццарь,"[1, 2, 18]",1.0
32530,Beer History,"[1, 6, 25]",25.0
18426,Алоха,"[1, 2, 18, 20]",2.0
10222,КОКО Пицца,"[1, 5, 6, 43]",1.0
152790,Миллениум,"[1, 5, 26]",26.0
170270,Суши 24,[2],2.0
166154,Express Суши,"[2, 40]",2.0
150502,Карамель,[25],25.0
162450,Fish Fabrique,"[6, 26, 35, 47]",26.0
127374,SUSHBERY,"[1, 2, 18]",2.0
120902,IST’A,"[20, 25, 34, 42]",42.0
173602,Чайхана Делай базар,"[37, 44]",44.0
177190,PizzaRabbit,"[1, 6]",1.0
148650,JOY BURGER,"[6, 26]",6.0
128554,APPETITO,[25],25.0
153966,APOLLO,"[25, 42]",25.0
161518,Trattoria Bart,[1],1.0
155478,Green pizza,"[1, 42]",1.0
157958,Казан Кебаб,"[5, 24, 30, 44]",44.0
116078,BULKA,"[1, 25, 42]",25.0
125834,SO SO COFFEE,"[27, 30]",27.0
155450,Два поэта,"[25, 26, 34, 43]",43.0
150542,1984 BREWING CO.,"[6, 26]",6.0
176470,Шаровары,"[25, 43]",43.0
147270,Coffestars,"[27, 29]",27.0
158030,Микс точка,"[1, 23, 26, 34]",26.0
115598,БАХЕТЛЕ,"[3, 30, 43, 51]",3.0
109802,ГОСТ,"[1, 3, 25, 33]",33.0
161102,Panda,"[36, 40]",36.0
134854,Крамбл,"[1, 18, 34]",34.0
153546,Вот такие пироги,"[3, 30]",30.0
179966,ЭКО Пекарня,[30],30.0
142910,Bamboo.Bar,"[2, 18, 34, 40]",40.0
170194,KIA&COFFESHOP COMPANY,"[23, 30, 33, 34]",30.0
108298,Пироговая №1,[3],3.0
152394,Оливер,"[1, 23, 34, 48]",23.0
124310,FOOD HOUSE,"[1, 24, 25, 48, 51]",48.0
179306,Черчилль,"[18, 26]",26.0
176254,СушиВесла,"[2, 18, 40]",2.0
120302,Биг Бэнг,"[26, 27, 34, 42]",42.0
127730,Du Pain,"[1, 2, 23, 42]",42.0
134086,У Аркадия,[19],19.0
168894,Гурманика,[26],26.0
179626,Авто Шаурма,[19],19.0
121882,ШАЛЕ-ПРАЙД,"[6, 23, 25, 34]",25.0
179770,Шашлычная,"[5, 26]",5.0
152902,Ворона,"[23, 26, 33, 34]",23.0
41650,Море Маки,"[1, 2, 40]",2.0
158210,Дон Батон,"[3, 27, 30]",3.0
170998,Ипонкин BROTHERS,"[1, 2]",2.0
166194,Антракт,[43],43.0
137522,Циники,"[34, 47, 48]",47.0
148966,Гости,"[23, 34, 42]",23.0
124402,RAYMOND HALL,"[23, 42, 43]",23.0
134382,Puerto Madero,"[1, 6, 34, 42]",42.0
178758,ГРИНН ЛИНИЯ,[33],33.0
163286,Пирожникофф,[27],27.0
5538,Cheese-Cake,"[3, 27, 30, 49]",49.0
144934,Dessert Family,"[24, 27, 29, 30]",27.0
172538,Городок еды,"[5, 19]",19.0
155122,Ситора,"[5, 30, 34, 37]",5.0
157606,Pride,"[1, 2]",2.0
44898,Вкус Токио,"[2, 24, 27, 40]",2.0
167262,Смачно,[43],43.0
88438,Жар Пицца,[1],1.0
141398,Олень,[43],43.0
159262,Double Point,"[6, 26, 29, 48]",26.0
159062,Googfood,"[25, 27, 33]",33.0
134022,Кофе с соВой,[27],27.0
113810,Бригантина,"[1, 23, 42]",1.0
174518,Smart Cafe,"[34, 48]",48.0
167978,Грузинская кухня,[37],37.0
165562,Tatneft,"[28, 30, 52]",30.0
169998,Pretty Betty,"[1, 6, 26]",6.0
122126,PhoBo,[39],39.0
117062,Пиццерия 161 Шашлычная,"[1, 5]",1.0
34246,АндерСон,"[20, 27, 42]",27.0
161470,Восточная Пекарня,"[5, 44]",5.0
132290,Bread & Burgers,"[1, 6, 26, 42]",1.0
41374,Фабрика Пирогов,"[1, 3, 27, 51]",3.0
144714,Coffee Like,"[27, 29, 52]",29.0
146998,X-Fit,"[23, 48]",48.0
145114,Вино и Крабы,"[1, 2, 40, 42]",40.0
47070,Хочу Хычин,"[3, 37]",37.0
121118,Вот Какие Пироги,"[1, 3]",3.0
141186,Тайга,"[25, 43, 51]",25.0
180098,ВсёВлаваШ,[19],19.0
150150,KRISTYLAND PIZZA,[1],1.0
175854,ДК,"[1, 2, 5]",2.0
149238,Pelmen House,[43],43.0
128058,Дигория,"[3, 30]",3.0
158658,Шаверма mix,"[1, 19]",1.0
157378,Столовая на Садовой,"[25, 43]",43.0
126350,Чито Грито,"[5, 25, 37]",37.0
168826,ВКУС,"[1, 2, 5]",1.0
150882,Хлебное место,"[3, 30]",3.0
177954,Da Cicco,"[1, 23, 42]",42.0
162990,Темерницкий,"[25, 33]",33.0
169270,Армия Вкуса,"[1, 2, 5, 36]",2.0
6138,Князь,"[1, 5, 40]",40.0
162018,Хинкальная,[37],37.0
172390,Сербский Роштиль,[25],25.0
166406,Caffe la Vita,"[1, 23, 29, 42]",42.0
172398,Суширо Сан,"[2, 18, 40]",2.0
166058,Восток-Запад,"[2, 25]",2.0
170398,Шаурма на районе,"[19, 37]",19.0
151766,ПИКАРИНО,"[1, 23, 24, 42]",42.0
120838,YES PIZZA,"[1, 42]",1.0
170754,Люмьер,[36],36.0
90122,Grill Cheese,"[1, 2, 24, 40]",40.0
118666,Börger,[6],6.0
168146,Сойка,[34],34.0
126682,Vilka,"[24, 29, 30, 43]",43.0
179666,Гости,"[24, 25, 29]",25.0
166806,Chom Chom,"[39, 52]",39.0
135626,Пельменная Папа Лепит,[43],43.0
63854,Чайхона №1,"[5, 22, 43, 44, 51]",5.0
160742,Простые вещи,"[25, 27, 42]",42.0
172894,Soho,[42],42.0
135758,Мари Vanna,"[25, 34, 43]",25.0
175286,Пицца Волков,[1],1.0
171482,ПЛОВиЯ,"[5, 44]",44.0
176086,Своя тарелка,"[29, 33, 43]",43.0
171546,SHAWARMA №1,"[19, 26, 52]",19.0
144010,Макадамия,"[6, 25, 27, 34]",25.0
135570,Mr Doodls,"[2, 18, 26, 40]",2.0
128174,Grill House,"[6, 25]",6.0
124798,Тестов,"[1, 3, 18, 30]",3.0
6110,Планета Суши,"[2, 18, 36, 40, 51]",2.0
135722,Лаваш63,"[2, 5, 6, 19]",6.0
158306,Гурия,"[5, 37]",37.0
161426,Гоблин паб,[6],6.0
133218,Uncle Sam,"[1, 42]",1.0
115934,ЯНХУК,"[6, 25]",6.0
173718,Молоко,"[29, 34, 52]",29.0
114726,Сытая семейка,[43],43.0
133366,Пекарня Кулинария Пиццерия ,"[1, 23]",1.0
168138,Столовая на Петербургской,[33],33.0
148770,CHELSEA PUB,"[6, 25]",25.0
154434,Good Grill,"[6, 19, 25, 26]",26.0
175478,Гранат Голд,"[5, 25]",5.0
175582,Крошка Картошка,[26],26.0
129606,Пирогомания,[3],3.0
74802,TERKIN GastroPub,"[1, 2, 29, 40]",1.0
145874,Sakana суши,"[2, 40]",2.0
130970,Негодяи,"[20, 34, 48]",20.0
142646,Хлеб & Co,"[26, 27, 30, 34]",30.0
168986,ВКУСНО УЖИН,"[33, 34]",33.0
158022,La Poutine,"[29, 30]",29.0
161554,Flame,"[6, 25, 33]",25.0
148174,Foodisgood,"[24, 43]",43.0
41818,Ganga,"[5, 41]",41.0
87414,На Шашлыки,"[5, 20, 25, 37]",5.0
44462,Победа,"[1, 5, 37, 43]",43.0
173030,Donarkhauskhv,"[1, 26, 33, 42]",26.0
144706,Конфитюр,"[23, 27, 43]",27.0
178446,Chillout,"[1, 2, 6, 23]",2.0
84270,БАВАРО,"[1, 25]",25.0
166086,Ёлки Green,"[20, 24, 25, 43]",24.0
130474,Чайхана Оазис,"[25, 44]",44.0
163754,Waffle House,[26],26.0
150558,Рандеву,"[1, 19, 26]",26.0
180174,Филимонова Пекарня,[30],30.0
142010,Баклажан,"[21, 34, 37]",37.0
116314,LIVE BEER & PIZZA,"[1, 6, 19, 42]",1.0
166094,Гринвич,"[6, 20, 25]",25.0
86462,Chalet River Club,"[1, 2, 5, 40]",2.0
150966,Ёдо суши,"[2, 40]",40.0
144718,Top Gyros,"[27, 32]",32.0
59122,Subway,[29],29.0
154886,Мясник и Бык,"[1, 23, 42]",42.0
9002,Планета Суши,"[2, 18, 36, 40]",2.0
22654,Maestro,"[1, 2, 40, 42]",42.0
116594,Лаврушка,"[24, 25, 43]",25.0
82494,Свои Суши,"[1, 2, 18, 40]",2.0
175338,Casa Rosa,"[1, 6, 23, 25]",1.0
151114,Хлебосолье,"[25, 27, 33, 43]",43.0
144550,Мисо,"[2, 18, 24, 25]",2.0
157474,Кусочек Италии,"[1, 2]",1.0
172210,Суши Мастер,"[2, 18, 40]",2.0
156130,Арбат-EXPRESS,"[3, 5, 18, 26]",5.0
114506,Тяп-Ляп,"[1, 42]",1.0
120310,МАМА КОРМИТ,"[23, 28, 34, 43]",23.0
149214,Соседи,[25],25.0
117922,Якитория,"[2, 18, 40]",40.0
148766,Фьюжн,"[1, 5, 25, 40, 43]",43.0
135430,Ерёма,"[1, 30]",30.0
136026,PAST PERFECT,"[23, 42]",23.0
167554,Русская еда,"[30, 43]",43.0
162642,Японский городовой,"[2, 40]",40.0
179190,Кабачок,"[25, 43]",43.0
127174,КрутонБатон,"[27, 30]",27.0
156202,Ёрш,"[5, 25, 30]",25.0
41190,Wok Pho Mi,"[18, 39]",39.0
157690,GrillBest,"[5, 25]",5.0
114442,KUNGFU,"[18, 25, 36]",18.0
112930,ЗЕЛЁНЫЙ НИНДЗЯ,"[1, 2, 6, 18]",2.0
35542,Sancho's,"[1, 6]",6.0
171566,Дубль Два,"[1, 23, 42]",42.0
107450,ЯR,"[1, 2, 6, 18]",1.0
163478,Донер-Пекарня,[19],19.0
149534,Mangall,"[5, 20, 37]",37.0
158194,Данила,"[1, 5, 6]",5.0
163194,Хороший год,[25],25.0
165090,Кофеман,[42],42.0
140866,Хинкали на районе,"[5, 25, 34, 37]",25.0
175062,RICE&STICKS,[36],36.0
138642,mamma mia,"[1, 23, 25, 34]",1.0
121634,МЯСОROOB,[6],6.0
180242,От винта!!!,"[5, 19]",5.0
158610,LOCAL STATION FRIENDS 4DRINK,"[6, 25, 26, 28]",26.0
85254,Радости Жизни,"[5, 6, 29, 43]",43.0
161022,Noodles&Rice,[40],40.0
48670,Маленькая Япония,,
153590,Dolce vita,"[5, 25, 44]",44.0
142158,Прага,"[6, 23]",23.0
161462,Браво Италия Плаза,"[1, 42]",1.0
58434,mantra бар,"[41, 47]",41.0
117422,sky city,"[1, 2, 6, 18]",1.0
107818,ЗаСУШИсь,"[2, 40]",2.0
148554,Корчма Бульба,"[20, 25, 27, 30]",25.0
177750,Miska&chashka,"[34, 48]",48.0
121254,SNAPY,"[19, 26]",26.0
143710,Суши Love,"[2, 18, 24, 29]",2.0
170514,Суши Линк,"[2, 18, 40]",2.0
140410,Золотая лихорадка,"[20, 25]",25.0
146366,ZBS,[26],26.0
164054,Feelfood,"[1, 6, 26]",26.0
176042,Koffman,[52],52.0
171974,Вкусное место,"[5, 19]",5.0
133550,Сеньор Денёр,[19],19.0
167018,SUSHI BANG,[2],2.0
117926,Pizzagrad,"[1, 42]",1.0
88406,Little HaNoi,"[22, 24, 25, 43]",25.0
163926,Матадор Гриль,[25],25.0
169070,Чешский трдельник,"[27, 30]",27.0
177706,Воккер,"[18, 36]",18.0
14486,Ив. Дурдинъ,"[5, 43]",43.0
115210,Мясоед,"[5, 6, 26, 33]",6.0
126618,ВИНО & СЫР,"[20, 25, 51]",20.0
136278,YES PIZZA,"[1, 42]",1.0
96754,Sinlun cafe,"[18, 20, 24]",18.0
179530,Чайхона Рохат,"[22, 24, 25, 44]",44.0
155174,Палермо,"[1, 2, 5, 23]",2.0
486,Шинок,"[5, 43]",43.0
126758,Sherlock Holmes,[25],25.0
140182,Ртвели,"[30, 37]",37.0
129150,Sushitoria,"[1, 2, 6, 19, 51]",2.0
159502,Здесь живут Хинкали,[37],37.0
135362,ЧебурекМИ,[30],30.0
137890,Хаяки,"[1, 2, 40]",2.0
126614,KITCHEN,"[1, 2, 6, 20]",2.0
158086,батоно,"[27, 30, 37]",37.0
177998,Диана,"[1, 2]",2.0
173382,Бургеррито,[6],6.0
164038,Мятный Трюфель,"[27, 30]",27.0
100766,ЛИМА,[25],25.0
179694,САД on line,"[1, 5, 6]",5.0
174274,ГРИН,"[5, 19]",5.0
90318,Icebeer`G,"[1, 2]",2.0
119874,ЧАЙХАНА64,"[22, 24, 25, 44, 51]",44.0
146842,Охота на плов,[44],44.0
173226,So Sexy Burger,"[6, 28, 48]",6.0
171578,Chills,"[1, 34, 52]",34.0
178122,Eurofood,"[1, 6, 28, 36]",6.0
149402,Пацха,"[5, 30, 37]",37.0
163770,Пита хаус,[19],19.0
179418,Навруз 73,"[5, 44]",44.0
108690,AFRICA,"[34, 37, 43]",43.0
105070,OSCAR BEEF,"[6, 26, 28]",6.0
124906,Хоттабович,"[5, 22, 37]",37.0
116990,МОСПАБ,"[6, 25, 42]",25.0
112234,СушиШоп,"[2, 18, 40]",2.0
150318,Вкубе,"[25, 43]",43.0
96818,#наУГЛЯХ,"[5, 30]",5.0
122354,СУШИПРАЙМ,"[1, 2, 18, 40]",2.0
145774,Kazbegi,"[25, 37]",37.0
180054,СушиВесла,"[2, 36]",2.0
165082,OSH центр,[44],44.0
141130,Дом Культур,"[31, 33, 34, 42]",42.0
9446,Italiano,"[1, 6, 23, 42]",42.0
137994,M-TEA,[27],27.0
128906,Мимино,"[5, 20, 21, 37]",37.0
125630,Россичъ,"[20, 25, 43]",25.0
107718,8bit Pizza,"[1, 6, 18, 23]",1.0
127538,Angelove Hall,"[1, 5, 23]",5.0
149814,EATALY,"[1, 6, 27, 42]",1.0
180458,MosCafe,"[2, 26, 37, 42]",42.0
132966,Вулкан Суши,"[2, 40]",2.0
131098,Заячья нора,"[2, 40]",2.0
172098,Грин Палас,"[1, 5, 23]",5.0
164382,Rаst Shop & Pub,[26],26.0
173026,La Mia,"[1, 2, 23, 42]",42.0
155934,EVOS,"[1, 19]",19.0
123462,О`Briens,"[25, 26]",25.0
110582,Petruccio,"[1, 23, 42]",1.0
92294,MixSalad,[48],48.0
39522,Pizza Счастья,"[1, 2, 40, 43]",1.0
180046,cafeleto,[1],1.0
145922,Дядюшка Joe,"[1, 42]",1.0
131650,MOLON LAVE,"[20, 25]",25.0
118058,RusovTeam,"[2, 6, 40]",2.0
114046,iРолл,[2],2.0
131866,Семейный Очаг,"[3, 5, 20, 37]",37.0
71518,Lusun,[18],18.0
161330,Shaurmen Baristof,[19],19.0
158438,La Roma,"[1, 6, 42]",42.0
174798,Хинкальная в сокольниках,"[5, 21]",21.0
175810,Come in bar,"[1, 25]",1.0
170030,РоллБери,[2],2.0
153222,Шашлычный двор,[5],5.0
168194,Бавария,[1],1.0
160826,ONNE,[36],36.0
162250,Kuku-Muku,[2],2.0
134750,Вот Такие Бургеры,"[6, 26, 28, 32]",26.0
147334,Vice Burgers & Bar,[6],6.0
154682,The Дым,"[26, 36]",36.0
129002,Жар Балкон,"[6, 39, 40]",40.0
180218,кулинарный дом Александр,"[1, 5, 20]",5.0
179602,Сушишоп,"[2, 18, 40]",2.0
78294,ТАКЭ DO,"[2, 18, 36, 40]",2.0
148414,Игра вкусов,"[27, 30]",30.0
145470,Японо Мама,,0.0
163906,Amar-Yan,"[1, 2, 26]",1.0
157458,Mydener,[19],19.0
115854,КАЗАНЧИК,[44],44.0
120722,Wokcafé,"[2, 18, 20, 24, 51]",18.0
120594,MADYAR GRILL BAR,"[6, 20, 25, 51]",25.0
174382,Эко Кафе,"[6, 19, 48]",48.0
116838,Arbatskiy Bazar,"[1, 23, 25, 42]",42.0
145926,proСчастье,"[1, 24, 25]",25.0
156826,Магуро,"[2, 18, 40, 48]",2.0
167702,de Paris,"[27, 29]",27.0
176450,Сен-Тропе,"[1, 20, 25]",20.0
69534,Cook’kareku,"[34, 51]",34.0
144910,ВСЕ РОЛЛЫ 159 РУБЛЕЙ,"[2, 40]",2.0
140370,Мясо на углях,"[5, 19, 22]",5.0
113770,"Багет, паштет и желтый плед","[23, 25, 34, 42]",42.0
179198,ЛУК,"[6, 34]",6.0
145954,Shab lounge,"[1, 25]",25.0
162870,Ясинау,[2],2.0
129926,Panda Hot,"[1, 2, 23, 26]",2.0
84806,Абхазия,"[5, 30, 37]",37.0
150414,Имерети,"[5, 21, 37]",5.0
164090,Домашняя кухня,"[25, 43]",43.0
155702,Кабуки,"[1, 2, 24, 26]",2.0
126518,Лукум-Восточная кухня,"[5, 37]",5.0
178842,СУШИ МАРКЕТ,"[2, 40]",2.0
142046,Бричмула,"[24, 30, 34, 51]",24.0
120206,Шесть шампуров,"[5, 37]",5.0
164782,Milano Ricci,[1],1.0
161758,Донер,"[25, 26]",26.0
162230,In house,[42],42.0
134314,Gusto cosmico,"[1, 23, 34, 42]",1.0
160898,Макао,[36],36.0
158746,Раут,[27],27.0
130674,Чуаньюй,[18],18.0
149750,Дижестив,[1],1.0
129162,Твоя Pizza Tesla,"[1, 2, 18, 42]",2.0
131698,Idola,"[6, 26]",26.0
160754,Кондитерский Домъ Бисквитъ,[27],27.0
137482,ШашлычОК,"[5, 26]",5.0
133438,Сели поели,"[5, 25]",5.0
160038,Хачапурная,[37],37.0
166846,Любимая,"[1, 25]",1.0
114870,В Гости,"[1, 2, 18]",2.0
160746,Солнечный,"[1, 2, 5]",2.0
153210,Lori Foods,"[2, 36, 40, 48]",2.0
125878,Puberty,"[2, 23, 25, 40, 51]",2.0
39462,LION,"[1, 5, 23, 43]",5.0
179042,Филадельфия,"[1, 2, 36]",2.0
179054,I`m,[2],2.0
156654,Хинкальная на Басманной,"[25, 37]",37.0
124938,SAMPO,"[1, 2]",2.0
154914,Дон-Осетин,"[3, 30]",30.0
138218,Моби Дик,[20],20.0
141238,КИКО,"[1, 2, 5, 24]",2.0
162514,КИНО-РОЛЛЫ,"[1, 2, 36, 40]",2.0
146690,Carpe Diem,"[1, 23, 29, 42]",1.0
121698,PASTA PASTA,"[1, 23, 42]",23.0
156790,Крошка Картошка,"[29, 34, 43]",43.0
45686,Sushi NonStop,"[2, 18, 40]",2.0
141858,Кекс,"[27, 30]",30.0
144842,Generation Grill,[5],5.0
160834,Rock & Roll,"[25, 26]",26.0
173002,REDWOOD,[26],26.0
45758,Yokoso,"[1, 2, 20, 29]",20.0
174846,Три сковородки,"[19, 34, 43]",43.0
165114,Quattro Pizza,[42],42.0
137814,RiMiNi 2,"[1, 23]",1.0
132694,Суши Good,"[2, 33, 40]",2.0
124858,RISOVAR,[2],2.0
177454,Мангал,[5],5.0
149006,PIZZA BY PINSKIY DELIVERY,"[1, 42]",1.0
147234,LILO,"[24, 25, 30]",25.0
176862,Пиво и Рыба,"[20, 27, 52]",20.0
